Title,Platform,Userscore,Comment
Persona 5,PlayStation4,10,"I love Persona and most importantly of all, I love the Shin Megami Tensei series which itself has plentiful of great RPGs, such as Devil Survivor, Digital Devil Saga, Strange Journey and my very first game, Lucifer's Call (or Nocturne). I'll be very biased but for good reasons!Case in point, why is Persona 5 good? Well let's start with the graphics - HOLD ON, I know you might thinkI love Persona and most importantly of all, I love the Shin Megami Tensei series which itself has plentiful of great RPGs, such as Devil Survivor, Digital Devil Saga, Strange Journey and my very first game, Lucifer's Call (or Nocturne). I'll be very biased but for good reasons!Case in point, why is Persona 5 good? Well let's start with the graphics - HOLD ON, I know you might think that graphics don't matter and I totally agree with you, however, Persona 5 has a unique style that makes the graphic stylish and very interesting to look at. The game's flashy, colorful, cel-shaded and incredibly well designed: the other game that just came to mind was persona 4 with its colorful environment, but persona 5 ramps it up to 11 and makes the game look beautiful, as well as stylish. I mean...just look at the intro, or at the choice option, at the menu screen: it reeks of ""pop"", something that reminds me of the 90s it's just incredible. Again, the only game that I felt this way was persona 4 and that game was already great in the visual ways.How's the gameplay? It's turn-based combat at its finest, a system that not many seem to like because ""it's too old"", but Persona 5 not only uses it yet again to show that it's still valid but improves it, expands it and includes elements from previous SMT such as the demon dialogues to recruit shadows and, most importantly of all, better and non-randomized dungeons (although the random dungeon still exists, it's just a sidequest). The combat controls are much more simplified and much faster too, making you switch persona on a whim, add the fact that the combat was simplified by removing ""damage type"" (there was slash, pierce and blunt) and also improving physical attacks (they do more damage than before and miss a lot less), the game really shines through with ease.Granted, I didn't enjoy how little the SP is and how quickly it runs out, and how hard it is to get items for recovering SP in general, but that's a nitpick at worst.And while I won't spoil the story, I honestly found it simple yet interesting, very interesting...to the point that ""I just had to know what was going to happen"". I kept wondering what was going to happen after the next dungeon was over and while the game hints with its flashback scenes - another nitpick because I highly despise flashbacks - I still wanted to know what was going to happen to the characters.Right the characters: I really love them, especially Morgana and how he's so sure of himself yet adorable at the same time. I won't lie: I didn't like Teddy in p4 for how ""disgustingly"" nice he was, but Morgana just felt more of a reliable character overall. The others are also pretty likable and very...relatable too: they're disliked by everyone, they're people who did big mistakes, they're people with difficult childhoods. In other words, they're misfits who struggle to get into the Japanese society and the MC has a criminal record too. It was very refreshing: unlike p4 and it's cheerful, the bright cast of super happy characters with no worries in their world, the p5 cast is yes cheerful and happy but has also to worry about their ranks and their place in society.And as someone who has a mentality far different from the country he currently lives in (I did live abroad for few years while younger), I can totally relate too.I want to add my nitpicks as well, with my biggest being them taking a lot from p4 in terms of time management: you can only go into the dungeon in the afternoon and do NOTHING at night ""because you're tired"", forcing you to plan far ahead of time. Doing the dungeon literally limits your daily routine in many ways: you can't study, you can't go out and do a bath, you can't create lockpicks (VERY needed), you can't even hang out with friends...nothing. So be ready to program your stuff!Secondly, the game map is very...confusing at first and I honestly got lost quite a lot before being able to quick travel to my locations. I guess it's because of the camera being free but I won't lie that I found myself wandering cluelessly for the first 10 hours.And third, the time for clearing dungeons is VERY SHORT: talking about 2 to 3 weeks tops and not only that, your time limit is shorter because you're supposed to do ""something"" BEFORE finishing the dungeon, which requires an additional day. Which means, DON'T REACH THE END ON YOUR LAST DAY, OR IT'S GAME OVER.And now for a bigger flaw: the game doesn't allow streaming and while it doesn't affect me, a friend of mine does and I thought to add this up for those who are hardcore streamers like her.With that said, go get this game if you miss the old JRPGs, those with turn based combat, great stories and rewarding system. It's not perfect by any means it sure is close to being it!"
Battlefield 4,PlayStation4,10,"This is my first time playing a battlefield game after playing COD in the past. There's no comparison, this game is COD on steroids. Playing COD is underwhelming and boring now compared to BF4. The amount of detail put into this game is amazing and it really pays off in multiplayer."
Horizon Zero Dawn,PlayStation4,10,"Great Game!!!! Sony has another hit on their Resume. Guerrilla Games great job. So can we stop with the Zelda/Horizon hate!!!??? Both are great games, and we should own both"
Resident Evil HD Remaster,PlayStation4,6,"If you're looking for a frightening survival horror game, then this game is not for you. You won't be screaming or evacuating your bowels at any point in the game. Back in the day this game was a classic, but under today's standards it won't fly. Resident Evil HD Remaster is probably made for the generation that played it when it first came out (1996). With finicky controls and gameplayIf you're looking for a frightening survival horror game, then this game is not for you. You won't be screaming or evacuating your bowels at any point in the game. Back in the day this game was a classic, but under today's standards it won't fly. Resident Evil HD Remaster is probably made for the generation that played it when it first came out (1996). With finicky controls and gameplay that makes you spend most of your time backtracking and trying to remember what goes where, this is hardly a survival horror game at all. The entire mansion is just a great big puzzle. If you want to play this game for nostalgia purposes then this game is right around your alley. But if you are a first-timer to the Resident Evil series, like myself, then I would go into this game with caution. At only $20.00 dollars on the PSN store it is not a bank breaker, but it is still a mediocre game."
FIFA 16,PlayStation4,10,"Great Game, Graphics, Game play the best soccer simulator ever.Fifa 16 just has one thing they should improve, the career mode and also  to bring some ideas to the table."
Guilty Gear Xrd -SIGN-,PlayStation4,8,"absolutely an amazing game. The art is beautiful and the game is so remarkably fluid in motion.  The AI scales wonderfully and has a ton of modes of play (Arcade, M.o.M, vs, missions, challenges).  The story is a movie you watch so that's kind of different.  It does a great job at teaching you how to play the game.  My only complaint is the online community is non existent on a Saturdayabsolutely an amazing game. The art is beautiful and the game is so remarkably fluid in motion.  The AI scales wonderfully and has a ton of modes of play (Arcade, M.o.M, vs, missions, challenges).  The story is a movie you watch so that's kind of different.  It does a great job at teaching you how to play the game.  My only complaint is the online community is non existent on a Saturday night there were 11 people in the world on.  Granted its an older game so I cant detract for that but the online play can be cumbersome to setup and get working properly it feels like.  Overall I really enjoyed this game if you see it in a sale or for a good price its a great way to get into a fighting game and into the fighting game community in general since it does an amazing job teaching terms and how to do them (stuff like zoning, chip damage ect.)"
Metal Gear Solid V: The Phantom Pain,PlayStation4,5,"The first half of the game was really good, it looked great, ran great, and played great, but the second half keeps the first two parts but completely forgets the 3rd. MGSV's not an awful game, but it could have been so much more."
God of War,PlayStation4,10,"All the Xbox fanboys here bashing the game lol, and to all the god of war fans bashing it guys its a reboot... like seriously do you really want to play the old ones just buy the remastered 3 again. Constructive criticism is fine like a few reviews have that and their points do end up making sense but the people who are downright giving this game a zero or 3... like dude so you're tellingAll the Xbox fanboys here bashing the game lol, and to all the god of war fans bashing it guys its a reboot... like seriously do you really want to play the old ones just buy the remastered 3 again. Constructive criticism is fine like a few reviews have that and their points do end up making sense but the people who are downright giving this game a zero or 3... like dude so you're telling me that you played through the whole game hating it and were like damn man really don't like this game but I'm gonna finish it for sure. Ridiculous."
Titanfall 2,PlayStation4,8,"I loved the campaign, unfortunately it’s a short campaign that once you’re on top of playing it and the combat mechanics you can speed run it in a few hours, the online of Titanfall 2 is excellent and a very player friendly."
Enter the Gungeon,PlayStation4,2,"Do you want boring bullet hell with the false promise of loot, upgrading or upscaling? Because this game is garbage. Rolls are seemingly not random, and are grinding for grindings sake. Do yourself a favor and get The Binding of Isaac. This is the Grinding of Some Sap (fools tricked into paying). Aka you."
Batman: Arkham Knight,PlayStation4,7,"Batman confronts the ultimate threat against the city he has been sworn to protect. The Scarecrow returns to congeal an imposing array of super villains, including The Penguin, Two-Face and Harley Quinn, to summarily destroy The Dark Knight. The game introduces Rocksteady's uniquely-designed imagining of the Batmobile drivable for the first time in the franchise. Batman: Arkham KnightBatman confronts the ultimate threat against the city he has been sworn to protect. The Scarecrow returns to congeal an imposing array of super villains, including The Penguin, Two-Face and Harley Quinn, to summarily destroy The Dark Knight. The game introduces Rocksteady's uniquely-designed imagining of the Batmobile drivable for the first time in the franchise. Batman: Arkham Knight offers gamers a complete Batman experience as they rip through the streets and soar across the skyline of the iconic Gotham City."
Battlefield 1,PlayStation4,10,"Campaign is short, but very decent, they tell good stories and enjoyed playing them. But this is not why most people buy battlefield, including me. The multiplayer is the reason... and well I haven't got bored of it since playing on it for a few months, and that to me is a big thing because I get bored easily. So that's why I give this a 10."
Ratchet & Clank,PlayStation4,9,Ratchet and Clank is a culmination of everything Insomniac has done with the series over the past 14 years.
The Witcher 3: Wild Hunt,PlayStation4,10,"This is one of the best fantasy RPG games created till date, better than Dragon Age, better than Skyrim. Whereas I loved Skyrim (spent approx 100hrs in the game), Witcher 3 feels more ""adult"" and your decisions taken in the game have more impact on your surroundings. Love the universe, love the graphics. Whereas downgraded the game still looks stunning on PS4, especially considering theThis is one of the best fantasy RPG games created till date, better than Dragon Age, better than Skyrim. Whereas I loved Skyrim (spent approx 100hrs in the game), Witcher 3 feels more ""adult"" and your decisions taken in the game have more impact on your surroundings. Love the universe, love the graphics. Whereas downgraded the game still looks stunning on PS4, especially considering the huge scale and complexity of the world here. Many times during gameplay I just stop to admire the landscapes. Gameplay wise everything works smoothly, in fact Ive had some issues with too sensitive camera while starting the game but changed the custom controller camera set up here (fixed the sticks sensitivity to 0.80-0.85) and since then everything have been working perfect. I would recommend to do it for anyone having problems with ""weird"" camera in the game, should help a lot. This game never feels boring, the world is full of quests and places to discover, you will not find the dull side quests from Dragon Age. Overall this is a superb game which should keep you entertained for 100+ hrs. Great job CDP Red! 10/10"
The Elder Scrolls V: Skyrim Special Edition,PlayStation4,10,THIS GAME IS PERFECTION. If you have played the original from PS3 and just want more its great with mods. THIS IS NOT PC. For PS4 its great. Mods enhance it
